search_place,station,brand,street,city_state_zip,regular_price,regular_price_date,regular_price_time,diesel_price,diesel_price_date,diesel_price_time,services
Croydon,SUNOCO,Sunoco,7000 BRISTOL PIKE,"Levittown, PA",$3.859,Aug 24,04:05 PM,$5.799,Aug 24,03:56 PM,"Bio-Fuels, Repairs"
Croydon,Sunoco,Sunoco,503 STATE RD,"Croydon , PA",$3.899,Aug 24,06:31 PM,$5.899,Aug 24,04:43 PM,"Bio-Fuels, Convenience Store/Grocery Store"
Croydon,Freedom Fuel,Freedom Fuel,1360 STREET RD,"Bensalem, PA",$3.899,Aug 24,04:52 PM,$5.899,Aug 24,03:14 PM,"Open 24 Hours, Bio-Fuels, Convenience Store/Grocery Store"
Croydon,Conoco,Conoco,2672 BRISTOL PIKE,"Bensalem , PA",$3.899,Aug 24,04:01 PM,$5.699,Aug 24,06:45 AM,Bio-Fuels
Croydon,Freedom Fuel,Freedom Fuel,905 ROUTE 13,"Bristol , PA",$3.899,Aug 24,01:48 PM,,,,"Restaurant/Deli/Fast Food, Bio-Fuels, Repairs"
Croydon,GULF,Gulf,4362 NEW FALLS RD,"Levittown , PA",$3.899,Aug 24,09:15 AM,,,,"Bio-Fuels, Convenience Store/Grocery Store"
Croydon,USA GAS,Unbranded,5901 MILL CREEK RD,"Levittown , PA",$3.899,Aug 24,04:43 PM,,,,Repairs
Croydon,SUNOCO,Sunoco,652 BELLEVUE AVE,"Langhorne, PA",$3.899,Aug 24,07:35 AM,,,,Repairs
Croydon,KWIK FILL,Kwik Fill,2511 OLD LINCOLN HWY,"Feasterville Trevose, PA",$3.899,Aug 24,07:13 PM,,,,"Open 24 Hours, Bio-Fuels, Convenience Store/Grocery Store"
Croydon,A PLUS MINI MARKET,A Plus,1432 STREET RD,"Bensalem , PA",$3.919,Aug 24,07:29 PM,$5.999,Aug 24,01:05 PM,"Open 24 Hours, Bio-Fuels, Convenience Store/Grocery Store"
Croydon,SUNOCO,Sunoco,2435 DURHAM RD,"Bristol , PA",$3.959,Aug 24,06:03 PM,,,,"Open 24 Hours, Bio-Fuels"
Croydon,GIANT #6324,Giant (Ahold),2391 DURHAM RD,"Levittown , PA",$3.959,Aug 24,08:15 AM,,,,Convenience Store/Grocery Store
Croydon,BENSALEM AUTO CARE,Conoco,3585 BRISTOL RD,"Bensalem, PA",$3.959,Aug 24,01:23 PM,,,,Repairs
Croydon,SINCLAIR,Sinclair,2030 STREET RD,"Bensalem , PA",$3.999,Aug 22,02:39 PM,,,,Convenience Store/Grocery Store
Croydon,A PLUS MINI MARKET,A Plus,231 ROUTE 13,"Bristol , PA",$3.999,Aug 24,07:04 PM,$5.999,Aug 24,07:36 AM,"Bio-Fuels, Repairs"
Croydon,G FUEL,Unbranded,455 BRISTOL PIKE,"Bristol , PA",$3.999,Aug 23,12:52 AM,,,,"Bio-Fuels, Convenience Store/Grocery Store"
Croydon,KNIGHTS ROAD,Conoco,2700 KNIGHTS RD,"Bensalem, PA",$3.999,Aug 24,02:47 PM,,,,Repairs
Croydon,GIANT FUEL #6046,Giant (Ahold),2711 STREET RD,"Bensalem, PA",$3.999,Aug 24,03:41 PM,,,,
Croydon,A PLUS MINI MARKET,A Plus,3419 STREET RD,"Bensalem , PA",$3.999,Aug 24,03:59 PM,,,,"Bio-Fuels, Convenience Store/Grocery Store"
Croydon,BP,BP,3340 BRISTOL RD,"Bensalem , PA",$3.999,Aug 24,03:33 PM,$5.999,Aug 24,08:41 AM,"Open 24 Hours, Bio-Fuels, Repairs"
Croydon,Shell,Shell,2506 LINCOLN HWY,"Feasterville Trevose, PA",$3.999,Aug 24,07:38 PM,,,,"Open 24 Hours, Bio-Fuels"
Croydon,SHELL,Shell,1214 BRISTOL PIKE,"Bensalem, PA",$4.079,Aug 24,03:45 PM,,,,Repairs
Croydon,NEW FALLS ROAD EXXON,Exxon,5300 NEW FALLS RD,"Levittown , PA",$4.079,Aug 24,10:19 AM,$5.899,Aug 23,05:56 PM,
Croydon,BENSALEM TIGER MART,Exxon,5716 HULMEVILLE RD,"Bensalem , PA",$4.099,Aug 24,04:45 PM,,,,Convenience Store/Grocery Store
Croydon,BP,BP,1724 TRENTON RD,"Levittown , PA",$4.099,Aug 24,08:21 AM,,,,Repairs
Croydon,MILL CREEK GAS,Sunoco,7040 MILL CREEK RD,"Levittown , PA",$4.099,Aug 24,06:39 PM,,,,Convenience Store/Grocery Store
Croydon,BP,BP,7601 BRISTOL PIKE,"Levittown , PA",$4.099,Aug 24,02:32 PM,$5.699,Aug 24,10:46 AM,"Bio-Fuels, Convenience Store/Grocery Store"
Croydon,WAWA #8107,Wawa,3111 STATE RD,"Bristol, PA",$4.199,Aug 24,05:20 PM,$5.999,Aug 24,04:27 PM,"Open 24 Hours, Convenience Store/Grocery Store"
Croydon,LIBERTY,Liberty,1616 STREET RD,"Bensalem , PA",$4.199,Aug 24,05:40 AM,,,,Repairs
Croydon,SUNOCO,Sunoco,1231 NEW RODGERS RD,"Bristol, PA",$4.199,Aug 24,05:29 PM,$6.099,Aug 24,04:42 PM,"Bio-Fuels, Repairs"
Croydon,SUNOCO,Sunoco,3611 HULMEVILLE RD,"Bensalem , PA",$4.199,Aug 24,02:52 PM,,,,Repairs
Croydon,SPEEDWAY #6729,Speedway,2919 STATE ROUTE 413,"Bristol , PA",$4.199,Aug 24,03:54 PM,$5.999,Aug 24,04:55 PM,"Open 24 Hours, Bio-Fuels, Convenience Store/Grocery Store"
Croydon,WAWA #219,Wawa,3260 NEW RODGERS RD,"Bristol, PA",$4.199,Aug 24,07:47 PM,$5.999,Aug 24,04:00 PM,"Open 24 Hours, Bio-Fuels, Convenience Store/Grocery Store, Restaurant/Deli/Fast Food"
Croydon,BRUCES AUTOMOTIVE,Liberty,3700 OXFORD VALLEY RD,"Levittown , PA",$4.199,Aug 24,05:51 PM,,,,
Croydon,Wawa #8163,Wawa,3800 Bristol Oxford Valley Rd,"Levittown, PA",$4.199,Aug 24,07:05 PM,$5.999,Aug 24,04:00 PM,"Open 24 Hours, Convenience Store/Grocery Store"
